,JPN01-SolarGrid-post2016_exo,JPN02-SolarGrid-post2016_exo,JPN03-SolarGrid-post2016_exo,JPN04-SolarGrid-post2016_exo,JPN05-SolarGrid-post2016_exo,JPN06-SolarGrid-post2016_exo,JPN07-SolarGrid-post2016_exo,JPN08-SolarGrid-post2016_exo,JPN09-SolarGrid-post2016_exo,JPN01-OnshoreWind-post2016_exo,JPN02-OnshoreWind-post2016_exo,JPN03-OnshoreWind-post2016_exo,JPN04-OnshoreWind-post2016_exo,JPN05-OnshoreWind-post2016_exo,JPN06-OnshoreWind-post2016_exo,JPN07-OnshoreWind-post2016_exo,JPN08-OnshoreWind-post2016_exo,JPN09-OnshoreWind-post2016_exo,JPN01-SolarGrid-pre2016_exo,JPN02-SolarGrid-pre2016_exo,JPN03-SolarGrid-pre2016_exo,JPN04-SolarGrid-pre2016_exo,JPN05-SolarGrid-pre2016_exo,JPN06-SolarGrid-pre2016_exo,JPN07-SolarGrid-pre2016_exo,JPN08-SolarGrid-pre2016_exo,JPN09-SolarGrid-pre2016_exo,JPN01-OnshoreWind-pre2016_exo,JPN02-OnshoreWind-pre2016_exo,JPN03-OnshoreWind-pre2016_exo,JPN04-OnshoreWind-pre2016_exo,JPN05-OnshoreWind-pre2016_exo,JPN06-OnshoreWind-pre2016_exo,JPN07-OnshoreWind-pre2016_exo,JPN08-OnshoreWind-pre2016_exo,JPN09-OnshoreWind-pre2016_exo
3908,0,0,0,0,0.001,0,0,0,0,0.144,0.088,0.022,0.088,0,0.037,0.011,0.142,0.045,0,0,0,0,0.001,0,0,0,0,0.144,0.088,0.022,0.088,0,0.037,0.011,0.142,0.045
3909,0,0,0,0,0,0,0,0,0,0.159,0.082,0.044,0.038,0.007,0.023,0.011,0.189,0.048,0,0,0,0,0,0,0,0,0,0.159,0.082,0.044,0.038,0.007,0.023,0.011,0.189,0.048
3910,0,0,0,0,0,0,0,0,0,0.168,0.07,0.044,0.167,0.014,0.018,0.064,0.189,0.035,0,0,0,0,0,0,0,0,0,0.168,0.07,0.044,0.167,0.014,0.018,0.064,0.189,0.035
3911,0,0,0,0,0,0,0,0,0,0.176,0.061,0.044,0.057,0.014,0.005,0.049,0.189,0.033,0,0,0,0,0,0,0,0,0,0.176,0.061,0.044,0.057,0.014,0.005,0.049,0.189,0.033
3912,0,0,0,0,0,0,0,0,0,0.188,0.055,0.044,0.047,0.036,0.009,0.027,0.189,0.025,0,0,0,0,0,0,0,0,0,0.188,0.055,0.044,0.047,0.036,0.009,0.027,0.189,0.025
3913,0,0,0,0,0,0,0,0,0,0.193,0.059,0.067,0.101,0.022,0.009,0.03,0.189,0.02,0,0,0,0,0,0,0,0,0,0.193,0.059,0.067,0.101,0.022,0.009,0.03,0.189,0.02
3914,0,0,0,0,0,0,0,0,0,0.194,0.057,0.067,0.186,0.022,0.018,0.027,0.142,0.02,0,0,0,0,0,0,0,0,0,0.194,0.057,0.067,0.186,0.022,0.018,0.027,0.142,0.02
3915,0,0,0,0,0,0,0,0,0,0.195,0.075,0.089,0.246,0.022,0.009,0.011,0.142,0.025,0,0,0,0,0,0,0,0,0,0.195,0.075,0.089,0.246,0.022,0.009,0.011,0.142,0.025
3916,0.029,0.003,0.001,0.001,0.003,0,0,0,0,0.188,0.079,0.089,0.265,0.022,0.037,0.008,0.095,0.02,0.029,0,0.001,0.001,0.003,0,0,0,0,0.188,0.079,0.089,0.265,0.022,0.037,0.008,0.095,0.02
3917,0.088,0.023,0.031,0.046,0.051,0.031,0.022,0.03,0.008,0.183,0.09,0.089,0.262,0.014,0.06,0.004,0.095,0.015,0.088,0.003,0.031,0.046,0.051,0.031,0.022,0.03,0.008,0.183,0.09,0.089,0.262,0.014,0.06,0.004,0.095,0.015
3918,0.137,0.063,0.095,0.198,0.142,0.138,0.089,0.144,0.074,0.183,0.076,0.089,0.243,0.007,0.088,0.008,0.095,0.018,0.137,0.023,0.095,0.198,0.142,0.138,0.089,0.144,0.074,0.183,0.076,0.089,0.243,0.007,0.088,0.008,0.095,0.018
3919,0.209,0.139,0.203,0.423,0.238,0.327,0.222,0.326,0.177,0.174,0.042,0.089,0.253,0,0.092,0.004,0.047,0.025,0.209,0.063,0.203,0.423,0.238,0.327,0.222,0.326,0.177,0.174,0.042,0.089,0.253,0,0.092,0.004,0.047,0.025
3920,0.272,0.275,0.378,0.635,0.4,0.488,0.42,0.477,0.303,0.175,0.04,0.089,0.177,0.022,0.092,0,0.047,0.018,0.272,0.139,0.378,0.635,0.4,0.488,0.42,0.477,0.303,0.175,0.04,0.089,0.177,0.022,0.092,0,0.047,0.018
3921,0.3,0.448,0.582,0.778,0.537,0.592,0.612,0.614,0.402,0.173,0.039,0.089,0.186,0.022,0.069,0.004,0.047,0.013,0.3,0.275,0.582,0.778,0.537,0.592,0.612,0.614,0.402,0.173,0.039,0.089,0.186,0.022,0.069,0.004,0.047,0.013
3922,0.319,0.606,0.707,0.826,0.783,0.686,0.736,0.704,0.487,0.177,0.046,0.067,0.221,0.014,0.074,0,0,0.013,0.319,0.448,0.707,0.826,0.783,0.686,0.736,0.704,0.487,0.177,0.046,0.067,0.221,0.014,0.074,0,0,0.013
3923,0.356,0.692,0.735,0.85,0.804,0.74,0.788,0.67,0.453,0.161,0.05,0.044,0.221,0.036,0.046,0.015,0,0.013,0.356,0.606,0.735,0.85,0.804,0.74,0.788,0.67,0.453,0.161,0.05,0.044,0.221,0.036,0.046,0.015,0,0.013
3924,0.327,0.669,0.732,0.849,0.811,0.702,0.754,0.595,0.412,0.139,0.072,0.044,0.205,0.043,0.037,0.011,0.047,0.02,0.327,0.692,0.732,0.849,0.811,0.702,0.754,0.595,0.412,0.139,0.072,0.044,0.205,0.043,0.037,0.011,0.047,0.02
3925,0.282,0.559,0.692,0.749,0.705,0.598,0.643,0.477,0.361,0.11,0.07,0.044,0.161,0.029,0.023,0.008,0,0.02,0.282,0.669,0.692,0.749,0.705,0.598,0.643,0.477,0.361,0.11,0.07,0.044,0.161,0.029,0.023,0.008,0,0.02
3926,0.224,0.434,0.57,0.599,0.661,0.501,0.49,0.473,0.281,0.096,0.074,0.044,0.17,0.007,0.023,0.011,0,0.055,0.224,0.559,0.57,0.599,0.661,0.501,0.49,0.473,0.281,0.096,0.074,0.044,0.17,0.007,0.023,0.011,0,0.055
3927,0.168,0.348,0.4,0.398,0.472,0.335,0.312,0.454,0.204,0.064,0.05,0.044,0.161,0.007,0.041,0,0.047,0.08,0.168,0.434,0.4,0.398,0.472,0.335,0.312,0.454,0.204,0.064,0.05,0.044,0.161,0.007,0.041,0,0.047,0.08
3928,0.104,0.225,0.222,0.251,0.238,0.29,0.166,0.295,0.106,0.038,0.049,0.044,0.104,0,0.046,0,0.095,0.048,0.104,0.348,0.222,0.251,0.238,0.29,0.166,0.295,0.106,0.038,0.049,0.044,0.104,0,0.046,0,0.095,0.048
3929,0.042,0.12,0.078,0.105,0.083,0.111,0.084,0.155,0.06,0.032,0.034,0.044,0.069,0,0.037,0,0.189,0.068,0.042,0.225,0.078,0.105,0.083,0.111,0.084,0.155,0.06,0.032,0.034,0.044,0.069,0,0.037,0,0.189,0.068
3930,0.008,0.011,0.01,0.014,0.019,0.016,0.024,0.042,0.021,0.034,0.021,0.044,0.057,0,0.046,0,0.237,0.075,0.008,0.12,0.01,0.014,0.019,0.016,0.024,0.042,0.021,0.034,0.021,0.044,0.057,0,0.046,0,0.237,0.075
3931,0,0,0,0,0.001,0,0,0,0.001,0.043,0.018,0.044,0.06,0,0.046,0.008,0.284,0.078,0,0.011,0,0,0.001,0,0,0,0.001,0.043,0.018,0.044,0.06,0,0.046,0.008,0.284,0.078
3932,0,0,0,0,0.001,0,0,0,0,0.038,0.023,0.044,0.044,0,0.101,0.015,0.331,0.09,0,0,0,0,0.001,0,0,0,0,0.038,0.023,0.044,0.044,0,0.101,0.015,0.331,0.09
3933,0,0,0,0,0,0,0,0,0,0.037,0.017,0.044,0.013,0,0.147,0.011,0.331,0.103,0,0,0,0,0,0,0,0,0,0.037,0.017,0.044,0.013,0,0.147,0.011,0.331,0.103
3934,0,0,0,0,0,0,0,0,0,0.04,0.009,0.044,0.006,0,0.166,0.015,0.331,0.075,0,0,0,0,0,0,0,0,0,0.04,0.009,0.044,0.006,0,0.166,0.015,0.331,0.075
3935,0,0,0,0,0,0,0,0,0,0.034,0.009,0.044,0.006,0,0.166,0.08,0.284,0.05,0,0,0,0,0,0,0,0,0,0.034,0.009,0.044,0.006,0,0.166,0.08,0.284,0.05
3936,0,0,0,0,0,0,0,0,0,0.035,0.01,0.044,0.006,0.014,0.147,0.064,0.237,0.045,0,0,0,0,0,0,0,0,0,0.035,0.01,0.044,0.006,0.014,0.147,0.064,0.237,0.045
3937,0,0,0,0,0,0,0,0,0,0.043,0.007,0.044,0.009,0.043,0.138,0.057,0.189,0.063,0,0,0,0,0,0,0,0,0,0.043,0.007,0.044,0.009,0.043,0.138,0.057,0.189,0.063
3938,0,0,0,0,0,0,0,0,0,0.065,0.004,0.022,0.022,0.036,0.157,0.011,0.095,0.068,0,0,0,0,0,0,0,0,0,0.065,0.004,0.022,0.022,0.036,0.157,0.011,0.095,0.068
3939,0,0,0,0,0,0,0,0,0,0.042,0.005,0.022,0.025,0.043,0.129,0.004,0.142,0.06,0,0,0,0,0,0,0,0,0,0.042,0.005,0.022,0.025,0.043,0.129,0.004,0.142,0.06
3940,0.032,0.005,0.001,0,0.002,0,0,0,0,0.024,0.009,0.022,0.038,0.051,0.129,0,0.142,0.055,0.032,0,0.001,0,0.002,0,0,0,0,0.024,0.009,0.022,0.038,0.051,0.129,0,0.142,0.055
3941,0.11,0.037,0.007,0.007,0.013,0.013,0.013,0.023,0.006,0.019,0.004,0.022,0.025,0.065,0.106,0,0.047,0.06,0.11,0.005,0.007,0.007,0.013,0.013,0.013,0.023,0.006,0.019,0.004,0.022,0.025,0.065,0.106,0,0.047,0.06
3942,0.192,0.076,0.036,0.05,0.036,0.076,0.052,0.076,0.06,0.025,0.003,0.022,0.006,0.094,0.124,0,0.047,0.04,0.192,0.037,0.036,0.05,0.036,0.076,0.052,0.076,0.06,0.025,0.003,0.022,0.006,0.094,0.124,0,0.047,0.04
3943,0.319,0.155,0.08,0.122,0.107,0.154,0.125,0.129,0.14,0.021,0.003,0.022,0.003,0.101,0.092,0.004,0,0.028,0.319,0.076,0.08,0.122,0.107,0.154,0.125,0.129,0.14,0.021,0.003,0.022,0.003,0.101,0.092,0.004,0,0.028
3944,0.431,0.231,0.154,0.221,0.188,0.223,0.204,0.208,0.177,0.02,0.003,0.022,0.016,0.101,0.023,0.015,0,0.018,0.431,0.155,0.154,0.221,0.188,0.223,0.204,0.208,0.177,0.02,0.003,0.022,0.016,0.101,0.023,0.015,0,0.018
3945,0.502,0.321,0.239,0.309,0.259,0.257,0.291,0.333,0.231,0.02,0.005,0.022,0.016,0.065,0.028,0.019,0,0.005,0.502,0.231,0.239,0.309,0.259,0.257,0.291,0.333,0.231,0.02,0.005,0.022,0.016,0.065,0.028,0.019,0,0.005
3946,0.548,0.372,0.225,0.352,0.427,0.412,0.34,0.398,0.264,0.015,0.009,0.022,0.013,0.014,0.028,0.015,0,0,0.548,0.321,0.225,0.352,0.427,0.412,0.34,0.398,0.264,0.015,0.009,0.022,0.013,0.014,0.028,0.015,0,0
3947,0.556,0.386,0.226,0.372,0.524,0.399,0.3,0.356,0.25,0.021,0.017,0.044,0.009,0,0.023,0.008,0,0,0.556,0.372,0.226,0.372,0.524,0.399,0.3,0.356,0.25,0.021,0.017,0.044,0.009,0,0.023,0.008,0,0
3948,0.568,0.405,0.2,0.318,0.492,0.297,0.234,0.265,0.251,0.023,0.037,0.044,0.013,0.014,0.014,0.004,0,0,0.568,0.386,0.2,0.318,0.492,0.297,0.234,0.265,0.251,0.023,0.037,0.044,0.013,0.014,0.014,0.004,0,0
3949,0.514,0.366,0.192,0.304,0.348,0.234,0.262,0.22,0.203,0.019,0.075,0.067,0.013,0.022,0.032,0.008,0,0.003,0.514,0.405,0.192,0.304,0.348,0.234,0.262,0.22,0.203,0.019,0.075,0.067,0.013,0.022,0.032,0.008,0,0.003
3950,0.427,0.317,0.141,0.27,0.203,0.23,0.253,0.223,0.159,0.011,0.103,0.067,0.022,0.022,0.023,0.008,0.047,0.003,0.427,0.366,0.141,0.27,0.203,0.23,0.253,0.223,0.159,0.011,0.103,0.067,0.022,0.022,0.023,0.008,0.047,0.003
3951,0.322,0.222,0.083,0.191,0.118,0.198,0.177,0.159,0.18,0.021,0.11,0.089,0.019,0.022,0.023,0,0.047,0,0.322,0.317,0.083,0.191,0.118,0.198,0.177,0.159,0.18,0.021,0.11,0.089,0.019,0.022,0.023,0,0.047,0
3952,0.208,0.143,0.059,0.093,0.073,0.127,0.149,0.125,0.145,0.022,0.088,0.067,0.006,0.058,0.046,0.004,0.047,0,0.208,0.222,0.059,0.093,0.073,0.127,0.149,0.125,0.145,0.022,0.088,0.067,0.006,0.058,0.046,0.004,0.047,0
3953,0.081,0.081,0.045,0.03,0.033,0.055,0.085,0.091,0.096,0.02,0.069,0.067,0.003,0.065,0.078,0,0.047,0.003,0.081,0.143,0.045,0.03,0.033,0.055,0.085,0.091,0.096,0.02,0.069,0.067,0.003,0.065,0.078,0,0.047,0.003
3954,0.012,0.006,0.007,0.003,0.009,0.013,0.025,0.019,0.033,0.021,0.06,0.067,0.013,0.065,0.023,0,0.047,0.008,0.012,0.081,0.007,0.003,0.009,0.013,0.025,0.019,0.033,0.021,0.06,0.067,0.013,0.065,0.023,0,0.047,0.008
3955,0,0,0,0,0.001,0,0.001,0,0.002,0.014,0.04,0.067,0.028,0.051,0.023,0.004,0,0.003,0,0.006,0,0,0.001,0,0.001,0,0.002,0.014,0.04,0.067,0.028,0.051,0.023,0.004,0,0.003
3956,0,0,0,0,0.001,0,0,0,0,0.018,0.045,0.067,0.009,0.043,0.014,0,0,0.003,0,0,0,0,0.001,0,0,0,0,0.018,0.045,0.067,0.009,0.043,0.014,0,0,0.003
3957,0,0,0,0,0,0,0,0,0,0.027,0.048,0.067,0.022,0.014,0.009,0.008,0.047,0.005,0,0,0,0,0,0,0,0,0,0.027,0.048,0.067,0.022,0.014,0.009,0.008,0.047,0.005
3958,0,0,0,0,0,0,0,0,0,0.044,0.028,0.089,0.041,0.014,0.014,0.008,0,0.005,0,0,0,0,0,0,0,0,0,0.044,0.028,0.089,0.041,0.014,0.014,0.008,0,0.005
3959,0,0,0,0,0,0,0,0,0,0.114,0.029,0.089,0.069,0.007,0.014,0.019,0.047,0.003,0,0,0,0,0,0,0,0,0,0.114,0.029,0.089,0.069,0.007,0.014,0.019,0.047,0.003
3960,0,0,0,0,0,0,0,0,0,0.135,0.042,0.111,0.076,0.022,0.028,0.004,0,0.003,0,0,0,0,0,0,0,0,0,0.135,0.042,0.111,0.076,0.022,0.028,0.004,0,0.003
3961,0,0,0,0,0,0,0,0,0,0.14,0.044,0.111,0.06,0.022,0.023,0,0,0.003,0,0,0,0,0,0,0,0,0,0.14,0.044,0.111,0.06,0.022,0.023,0,0,0.003
3962,0,0,0,0,0,0,0,0,0,0.136,0.045,0.111,0.051,0.029,0.014,0,0,0.008,0,0,0,0,0,0,0,0,0,0.136,0.045,0.111,0.051,0.029,0.014,0,0,0.008
3963,0,0,0,0,0,0,0,0,0,0.107,0.045,0.111,0.051,0.029,0.014,0.004,0,0.01,0,0,0,0,0,0,0,0,0,0.107,0.045,0.111,0.051,0.029,0.014,0.004,0,0.01
3964,0.032,0,0.001,0,0.002,0,0,0,0,0.128,0.04,0.111,0.047,0.036,0.009,0.004,0,0.028,0.032,0,0.001,0,0.002,0,0,0,0,0.128,0.04,0.111,0.047,0.036,0.009,0.004,0,0.028
3965,0.114,0.018,0.012,0.009,0.027,0.014,0.019,0.015,0.001,0.155,0.045,0.111,0.019,0.043,0,0,0,0.058,0.114,0,0.012,0.009,0.027,0.014,0.019,0.015,0.001,0.155,0.045,0.111,0.019,0.043,0,0,0,0.058
3966,0.177,0.057,0.043,0.061,0.107,0.069,0.067,0.034,0.012,0.218,0.05,0.089,0.006,0.029,0.009,0.004,0,0.083,0.177,0.018,0.043,0.061,0.107,0.069,0.067,0.034,0.012,0.218,0.05,0.089,0.006,0.029,0.009,0.004,0,0.083
3967,0.266,0.101,0.089,0.125,0.191,0.126,0.086,0.042,0.057,0.285,0.055,0.089,0,0.014,0.005,0.015,0.047,0.088,0.266,0.057,0.089,0.125,0.191,0.126,0.086,0.042,0.057,0.285,0.055,0.089,0,0.014,0.005,0.015,0.047,0.088
3968,0.352,0.152,0.14,0.201,0.319,0.155,0.125,0.064,0.169,0.312,0.04,0.067,0,0,0.023,0.015,0.095,0.08,0.352,0.101,0.14,0.201,0.319,0.155,0.125,0.064,0.169,0.312,0.04,0.067,0,0,0.023,0.015,0.095,0.08
3969,0.45,0.177,0.185,0.22,0.364,0.197,0.174,0.095,0.409,0.288,0.022,0.067,0.003,0,0.037,0.008,0.095,0.05,0.45,0.152,0.185,0.22,0.364,0.197,0.174,0.095,0.409,0.288,0.022,0.067,0.003,0,0.037,0.008,0.095,0.05
3970,0.503,0.247,0.283,0.272,0.409,0.217,0.22,0.121,0.622,0.245,0.015,0.044,0,0,0.037,0,0.095,0.018,0.503,0.177,0.283,0.272,0.409,0.217,0.22,0.121,0.622,0.245,0.015,0.044,0,0,0.037,0,0.095,0.018
3971,0.503,0.288,0.255,0.253,0.432,0.218,0.324,0.186,0.763,0.245,0.017,0.044,0.003,0.007,0.041,0.004,0.047,0.008,0.503,0.247,0.255,0.253,0.432,0.218,0.324,0.186,0.763,0.245,0.017,0.044,0.003,0.007,0.041,0.004,0.047,0.008
3972,0.486,0.251,0.143,0.232,0.392,0.246,0.496,0.288,0.753,0.245,0.018,0.044,0.003,0.007,0.055,0.019,0,0.005,0.486,0.288,0.143,0.232,0.392,0.246,0.496,0.288,0.753,0.245,0.018,0.044,0.003,0.007,0.055,0.019,0,0.005
3973,0.411,0.211,0.107,0.239,0.294,0.196,0.559,0.432,0.727,0.228,0.012,0.044,0,0.014,0.074,0.03,0,0.008,0.411,0.251,0.107,0.239,0.294,0.196,0.559,0.432,0.727,0.228,0.012,0.044,0,0.014,0.074,0.03,0,0.008
3974,0.34,0.157,0.084,0.189,0.217,0.191,0.606,0.61,0.641,0.241,0.02,0.022,0.003,0.014,0.106,0.023,0,0.013,0.34,0.211,0.084,0.189,0.217,0.191,0.606,0.61,0.641,0.241,0.02,0.022,0.003,0.014,0.106,0.023,0,0.013
3975,0.244,0.115,0.074,0.146,0.202,0.195,0.484,0.64,0.505,0.243,0.021,0.022,0,0.036,0.06,0.027,0,0.023,0.244,0.157,0.074,0.146,0.202,0.195,0.484,0.64,0.505,0.243,0.021,0.022,0,0.036,0.06,0.027,0,0.023
3976,0.144,0.096,0.041,0.093,0.157,0.196,0.323,0.466,0.363,0.232,0.013,0.022,0.016,0.036,0.097,0.011,0,0.043,0.144,0.115,0.041,0.093,0.157,0.196,0.323,0.466,0.363,0.232,0.013,0.022,0.016,0.036,0.097,0.011,0,0.043
3977,0.062,0.056,0.015,0.044,0.077,0.123,0.154,0.227,0.222,0.246,0.025,0.022,0.016,0.051,0.018,0.015,0,0.045,0.062,0.096,0.015,0.044,0.077,0.123,0.154,0.227,0.222,0.246,0.025,0.022,0.016,0.051,0.018,0.015,0,0.045
3978,0.011,0.004,0.002,0.008,0.02,0.031,0.042,0.057,0.071,0.269,0.028,0.022,0,0.022,0.014,0.023,0.095,0.048,0.011,0.056,0.002,0.008,0.02,0.031,0.042,0.057,0.071,0.269,0.028,0.022,0,0.022,0.014,0.023,0.095,0.048
3979,0,0,0,0,0.001,0,0.001,0,0.004,0.234,0.025,0.044,0.047,0.029,0.018,0.019,0.047,0.035,0,0.004,0,0,0.001,0,0.001,0,0.004,0.234,0.025,0.044,0.047,0.029,0.018,0.019,0.047,0.035
3980,0,0,0,0,0.001,0,0,0,0,0.225,0.03,0.044,0.117,0.051,0.023,0.008,0.095,0.03,0,0,0,0,0.001,0,0,0,0,0.225,0.03,0.044,0.117,0.051,0.023,0.008,0.095,0.03
3981,0,0,0,0,0,0,0,0,0,0.229,0.037,0.044,0.186,0.022,0.065,0.008,0.189,0.028,0,0,0,0,0,0,0,0,0,0.229,0.037,0.044,0.186,0.022,0.065,0.008,0.189,0.028
3982,0,0,0,0,0,0,0,0,0,0.239,0.026,0.044,0.3,0.007,0.078,0.015,0.189,0.013,0,0,0,0,0,0,0,0,0,0.239,0.026,0.044,0.3,0.007,0.078,0.015,0.189,0.013
3983,0,0,0,0,0,0,0,0,0,0.293,0.015,0.044,0.297,0.051,0.065,0.027,0.237,0.013,0,0,0,0,0,0,0,0,0,0.293,0.015,0.044,0.297,0.051,0.065,0.027,0.237,0.013
3984,0,0,0,0,0,0,0,0,0,0.283,0.016,0.067,0.357,0.051,0.074,0.03,0.284,0.018,0,0,0,0,0,0,0,0,0,0.283,0.016,0.067,0.357,0.051,0.074,0.03,0.284,0.018
3985,0,0,0,0,0,0,0,0,0,0.228,0.027,0.044,0.391,0.022,0.115,0.042,0.284,0.028,0,0,0,0,0,0,0,0,0,0.228,0.027,0.044,0.391,0.022,0.115,0.042,0.284,0.028
3986,0,0,0,0,0,0,0,0,0,0.188,0.023,0.044,0.439,0.043,0.115,0.049,0.237,0.035,0,0,0,0,0,0,0,0,0,0.188,0.023,0.044,0.439,0.043,0.115,0.049,0.237,0.035
3987,0,0,0,0,0,0,0,0,0,0.181,0.032,0.067,0.527,0.022,0.111,0.061,0.189,0.045,0,0,0,0,0,0,0,0,0,0.181,0.032,0.067,0.527,0.022,0.111,0.061,0.189,0.045
3988,0.031,0.002,0.001,0.001,0.001,0,0,0,0,0.152,0.048,0.089,0.439,0.029,0.088,0.064,0.189,0.048,0.031,0,0.001,0.001,0.001,0,0,0,0,0.152,0.048,0.089,0.439,0.029,0.088,0.064,0.189,0.048
3989,0.109,0.012,0.041,0.044,0.006,0.037,0.028,0.045,0.014,0.111,0.054,0.089,0.442,0.087,0.115,0.076,0.189,0.018,0.109,0.002,0.041,0.044,0.006,0.037,0.028,0.045,0.014,0.111,0.054,0.089,0.442,0.087,0.115,0.076,0.189,0.018
3990,0.168,0.035,0.165,0.199,0.031,0.169,0.163,0.201,0.122,0.124,0.076,0.089,0.436,0.014,0.157,0.053,0.189,0.008,0.168,0.012,0.165,0.199,0.031,0.169,0.163,0.201,0.122,0.124,0.076,0.089,0.436,0.014,0.157,0.053,0.189,0.008
3991,0.265,0.09,0.362,0.415,0.078,0.369,0.371,0.417,0.306,0.078,0.088,0.089,0.549,0,0.18,0.027,0.142,0.005,0.265,0.035,0.362,0.415,0.078,0.369,0.371,0.417,0.306,0.078,0.088,0.089,0.549,0,0.18,0.027,0.142,0.005
3992,0.383,0.137,0.554,0.64,0.192,0.574,0.585,0.64,0.511,0.071,0.104,0.111,0.619,0.007,0.138,0.034,0.189,0.003,0.383,0.09,0.554,0.64,0.192,0.574,0.585,0.64,0.511,0.071,0.104,0.111,0.619,0.007,0.138,0.034,0.189,0.003
3993,0.493,0.126,0.714,0.767,0.27,0.739,0.731,0.803,0.683,0.062,0.117,0.111,0.562,0.007,0.157,0.049,0.142,0,0.493,0.137,0.714,0.767,0.27,0.739,0.731,0.803,0.683,0.062,0.117,0.111,0.562,0.007,0.157,0.049,0.142,0
3994,0.555,0.122,0.758,0.809,0.338,0.79,0.799,0.917,0.772,0.033,0.124,0.133,0.489,0.014,0.134,0.049,0.095,0.003,0.555,0.126,0.758,0.809,0.338,0.79,0.799,0.917,0.772,0.033,0.124,0.133,0.489,0.014,0.134,0.049,0.095,0.003
3995,0.614,0.128,0.768,0.796,0.446,0.818,0.835,0.935,0.776,0.049,0.153,0.156,0.559,0.036,0.143,0.068,0.142,0,0.614,0.122,0.768,0.796,0.446,0.818,0.835,0.935,0.776,0.049,0.153,0.156,0.559,0.036,0.143,0.068,0.142,0
3996,0.64,0.164,0.739,0.794,0.624,0.796,0.863,0.939,0.751,0.059,0.179,0.156,0.486,0.029,0.147,0.057,0.189,0,0.64,0.128,0.739,0.794,0.624,0.796,0.863,0.939,0.751,0.059,0.179,0.156,0.486,0.029,0.147,0.057,0.189,0
3997,0.633,0.242,0.699,0.77,0.604,0.725,0.838,0.92,0.693,0.05,0.214,0.178,0.41,0.029,0.129,0.061,0.142,0,0.633,0.164,0.699,0.77,0.604,0.725,0.838,0.92,0.693,0.05,0.214,0.178,0.41,0.029,0.129,0.061,0.142,0
3998,0.541,0.299,0.583,0.678,0.659,0.677,0.753,0.841,0.635,0.027,0.238,0.178,0.376,0.007,0.092,0.042,0.095,0,0.541,0.242,0.583,0.678,0.659,0.677,0.753,0.841,0.635,0.027,0.238,0.178,0.376,0.007,0.092,0.042,0.095,0
3999,0.414,0.284,0.431,0.539,0.489,0.551,0.623,0.678,0.568,0.046,0.188,0.2,0.363,0.014,0.083,0.038,0.095,0.003,0.414,0.299,0.431,0.539,0.489,0.551,0.623,0.678,0.568,0.046,0.188,0.2,0.363,0.014,0.083,0.038,0.095,0.003
4000,0.247,0.199,0.277,0.349,0.348,0.352,0.447,0.47,0.373,0.053,0.143,0.2,0.35,0.014,0.078,0.019,0.095,0.003,0.247,0.284,0.277,0.349,0.348,0.352,0.447,0.47,0.373,0.053,0.143,0.2,0.35,0.014,0.078,0.019,0.095,0.003
4001,0.102,0.115,0.118,0.153,0.191,0.166,0.24,0.25,0.198,0.059,0.17,0.2,0.303,0.007,0.032,0,0.095,0.008,0.102,0.199,0.118,0.153,0.191,0.166,0.24,0.25,0.198,0.059,0.17,0.2,0.303,0.007,0.032,0,0.095,0.008
4002,0.02,0.01,0.018,0.02,0.054,0.036,0.068,0.068,0.066,0.053,0.249,0.2,0.3,0.007,0.005,0,0.142,0.008,0.02,0.115,0.018,0.02,0.054,0.036,0.068,0.068,0.066,0.053,0.249,0.2,0.3,0.007,0.005,0,0.142,0.008
4003,0,0,0,0,0.003,0,0.001,0,0.003,0.041,0.321,0.2,0.287,0.029,0.005,0.004,0.047,0.018,0,0.01,0,0,0.003,0,0.001,0,0.003,0.041,0.321,0.2,0.287,0.029,0.005,0.004,0.047,0.018
4004,0,0,0,0,0.001,0,0,0,0,0.049,0.376,0.222,0.297,0.029,0.005,0.011,0.047,0.025,0,0,0,0,0.001,0,0,0,0,0.049,0.376,0.222,0.297,0.029,0.005,0.011,0.047,0.025
4005,0,0,0,0,0,0,0,0,0,0.058,0.457,0.222,0.268,0.029,0,0.011,0.047,0.02,0,0,0,0,0,0,0,0,0,0.058,0.457,0.222,0.268,0.029,0,0.011,0.047,0.02
4006,0,0,0,0,0,0,0,0,0,0.071,0.465,0.2,0.281,0.036,0,0.045,0.047,0.018,0,0,0,0,0,0,0,0,0,0.071,0.465,0.2,0.281,0.036,0,0.045,0.047,0.018
4007,0,0,0,0,0,0,0,0,0,0.08,0.486,0.2,0.246,0.043,0,0.042,0.047,0.015,0,0,0,0,0,0,0,0,0,0.08,0.486,0.2,0.246,0.043,0,0.042,0.047,0.015
4008,0,0,0,0,0,0,0,0,0,0.105,0.582,0.222,0.215,0.058,0,0.045,0.047,0.005,0,0,0,0,0,0,0,0,0,0.105,0.582,0.222,0.215,0.058,0,0.045,0.047,0.005
4009,0,0,0,0,0,0,0,0,0,0.171,0.621,0.2,0.208,0.08,0,0.061,0,0.01,0,0,0,0,0,0,0,0,0,0.171,0.621,0.2,0.208,0.08,0,0.061,0,0.01
4010,0,0,0,0,0,0,0,0,0,0.264,0.652,0.2,0.215,0.087,0,0.076,0.047,0.013,0,0,0,0,0,0,0,0,0,0.264,0.652,0.2,0.215,0.087,0,0.076,0.047,0.013
